Group,File,Solver,Number of Recursive Calls,Decision Steps
uf50,test/uf50-0431.cnf,DPLL,15967,7983
uf50,test/uf50-0430.cnf,DPLL,3337,1668
uf50,test/uf50-0429.cnf,DPLL,4609,2304
uf50,test/uf50-0428.cnf,DPLL,3717,1858
uf50,test/uf50-0427.cnf,DPLL,3657,1828
uf50,test/uf50-0426.cnf,DPLL,2337,1168
uf50,test/uf50-0425.cnf,DPLL,3243,1621
uf50,test/uf50-0424.cnf,DPLL,8143,4071
uf50,test/uf50-0423.cnf,DPLL,4739,2369
uf50,test/uf50-0422.cnf,DPLL,2433,1216
uf50,test/uf50-0421.cnf,DPLL,3289,1644
uf50,test/uf50-0420.cnf,DPLL,2131,1065
uf50,test/uf50-0419.cnf,DPLL,3043,1521
uf50,test/uf50-0418.cnf,DPLL,2043,1021
uf50,test/uf50-0417.cnf,DPLL,5733,2866
uf50,test/uf50-0416.cnf,DPLL,2321,1160
uf50,test/uf50-0415.cnf,DPLL,2425,1212
uf50,test/uf50-0414.cnf,DPLL,4299,2149
uf50,test/uf50-0413.cnf,DPLL,2217,1108
uf50,test/uf50-0412.cnf,DPLL,4333,2166
uf50,test/uf50-0411.cnf,DPLL,4417,2208
uf50,test/uf50-0410.cnf,DPLL,2319,1159
uf50,test/uf50-0409.cnf,DPLL,6405,3202
uf50,test/uf50-0408.cnf,DPLL,2723,1361
uf50,test/uf50-0407.cnf,DPLL,2639,1319
uf50,test/uf50-0406.cnf,DPLL,3679,1839
uf50,test/uf50-0405.cnf,DPLL,6969,3484
uf50,test/uf50-0404.cnf,DPLL,8831,4415
uf50,test/uf50-0403.cnf,DPLL,4773,2386
uf50,test/uf50-0402.cnf,DPLL,2881,1440
uf50,test/uf50-0401.cnf,DPLL,4871,2435
uf50,test/uf50-0400.cnf,DPLL,6125,3062
uf50,test/uf50-0399.cnf,DPLL,4269,2134
uf50,test/uf50-0398.cnf,DPLL,3129,1564
uf50,test/uf50-0397.cnf,DPLL,8421,4210
uf50,test/uf50-0396.cnf,DPLL,3527,1763
uf50,test/uf50-0395.cnf,DPLL,4535,2267
uf50,test/uf50-0394.cnf,DPLL,2755,1377
uf50,test/uf50-0393.cnf,DPLL,6893,3446
uf50,test/uf50-0392.cnf,DPLL,2637,1318
uf50,test/uf50-0391.cnf,DPLL,3575,1787
uf50,test/uf50-0390.cnf,DPLL,3273,1636
uf50,test/uf50-0389.cnf,DPLL,3187,1593
uf50,test/uf50-0388.cnf,DPLL,7629,3814
uf50,test/uf50-0387.cnf,DPLL,959,479
uf50,test/uf50-0386.cnf,DPLL,4121,2060
uf50,test/uf50-0385.cnf,DPLL,1583,791
uf50,test/uf50-0384.cnf,DPLL,6479,3239
uf50,test/uf50-0383.cnf,DPLL,6767,3383
uf50,test/uf50-0382.cnf,DPLL,2489,1244
uf50,test/uf50-0381.cnf,DPLL,4735,2367
uf50,test/uf50-0380.cnf,DPLL,8867,4433
uf50,test/uf50-0379.cnf,DPLL,2707,1353
uf50,test/uf50-0378.cnf,DPLL,2231,1115
uf50,test/uf50-0377.cnf,DPLL,4491,2245
uf50,test/uf50-0376.cnf,DPLL,3349,1674
uf50,test/uf50-0375.cnf,DPLL,5993,2996
uf50,test/uf50-0374.cnf,DPLL,3721,1860
uf50,test/uf50-0373.cnf,DPLL,1701,850
uf50,test/uf50-0372.cnf,DPLL,6381,3190
uf50,test/uf50-0371.cnf,DPLL,5123,2561
uf50,test/uf50-0370.cnf,DPLL,5183,2591
uf50,test/uf50-0369.cnf,DPLL,4557,2278
uf50,test/uf50-0368.cnf,DPLL,3293,1646
uf50,test/uf50-0367.cnf,DPLL,5375,2687
uf50,test/uf50-0366.cnf,DPLL,4781,2390
uf50,test/uf50-0365.cnf,DPLL,3825,1912
uf50,test/uf50-0364.cnf,DPLL,2895,1447
uf50,test/uf50-0363.cnf,DPLL,3255,1627
uf50,test/uf50-0362.cnf,DPLL,4883,2441
uf50,test/uf50-0361.cnf,DPLL,8321,4160
uf50,test/uf50-0360.cnf,DPLL,4293,2146
uf50,test/uf50-0359.cnf,DPLL,5263,2631
uf50,test/uf50-0358.cnf,DPLL,3523,1761
uf50,test/uf50-0357.cnf,DPLL,2733,1366
uf50,test/uf50-0356.cnf,DPLL,2037,1018
uf50,test/uf50-0355.cnf,DPLL,1727,863
uf50,test/uf50-0354.cnf,DPLL,3559,1779
uf50,test/uf50-0353.cnf,DPLL,5387,2693
uf50,test/uf50-0352.cnf,DPLL,4643,2321
uf50,test/uf50-0351.cnf,DPLL,1453,726
uf50,test/uf50-0350.cnf,DPLL,5969,2984
uf50,test/uf50-0349.cnf,DPLL,6433,3216
uf50,test/uf50-0348.cnf,DPLL,4449,2224
uf50,test/uf50-0347.cnf,DPLL,6865,3432
uf50,test/uf50-0346.cnf,DPLL,3927,1963
uf50,test/uf50-0345.cnf,DPLL,5923,2961
uf50,test/uf50-0344.cnf,DPLL,3021,1510
uf50,test/uf50-0343.cnf,DPLL,3165,1582
uf50,test/uf50-0342.cnf,DPLL,2943,1471
uf50,test/uf50-0341.cnf,DPLL,3913,1956
uf50,test/uf50-0340.cnf,DPLL,3579,1789
uf50,test/uf50-0339.cnf,DPLL,5373,2686
uf50,test/uf50-0338.cnf,DPLL,7797,3898
uf50,test/uf50-0337.cnf,DPLL,3333,1666
uf50,test/uf50-0336.cnf,DPLL,4243,2121
uf50,test/uf50-0335.cnf,DPLL,2479,1239
uf50,test/uf50-0334.cnf,DPLL,2477,1238
uf50,test/uf50-0333.cnf,DPLL,4849,2424
uf50,test/uf50-0332.cnf,DPLL,2393,1196
uf50,test/uf50-0331.cnf,DPLL,4183,2091
uf50,test/uf50-0330.cnf,DPLL,14457,7228
uf50,test/uf50-0329.cnf,DPLL,1915,957
uf50,test/uf50-0328.cnf,DPLL,5585,2792
uf50,test/uf50-0327.cnf,DPLL,7081,3540
uf50,test/uf50-0326.cnf,DPLL,9507,4753
uf50,test/uf50-0325.cnf,DPLL,3177,1588
uf50,test/uf50-0324.cnf,DPLL,2199,1099
uf50,test/uf50-0323.cnf,DPLL,6553,3276
uf50,test/uf50-0322.cnf,DPLL,4359,2179
uf50,test/uf50-0321.cnf,DPLL,4099,2049
uf50,test/uf50-0320.cnf,DPLL,5105,2552
uf50,test/uf50-0319.cnf,DPLL,3267,1633
uf50,test/uf50-0318.cnf,DPLL,3263,1631
uf50,test/uf50-0317.cnf,DPLL,8009,4004
uf50,test/uf50-0316.cnf,DPLL,4539,2269
uf50,test/uf50-0315.cnf,DPLL,4117,2058
uf50,test/uf50-0314.cnf,DPLL,3119,1559
uf50,test/uf50-0313.cnf,DPLL,3183,1591
uf50,test/uf50-0312.cnf,DPLL,4733,2366
uf50,test/uf50-0311.cnf,DPLL,2363,1181
uf50,test/uf50-0310.cnf,DPLL,3873,1936
uf50,test/uf50-0309.cnf,DPLL,6011,3005
uf50,test/uf50-0308.cnf,DPLL,2539,1269
uf50,test/uf50-0307.cnf,DPLL,2687,1343
uf50,test/uf50-0306.cnf,DPLL,6515,3257
uf50,test/uf50-0305.cnf,DPLL,5279,2639
uf50,test/uf50-0304.cnf,DPLL,3229,1614
uf50,test/uf50-0303.cnf,DPLL,2653,1326
uf50,test/uf50-0302.cnf,DPLL,3399,1699
uf50,test/uf50-0301.cnf,DPLL,2961,1480
uf50,test/uf50-0300.cnf,DPLL,2609,1304
uf50,test/uf50-0299.cnf,DPLL,4973,2486
uf50,test/uf50-0298.cnf,DPLL,3251,1625
uf50,test/uf50-0297.cnf,DPLL,2241,1120
uf50,test/uf50-0296.cnf,DPLL,3957,1978
uf50,test/uf50-0295.cnf,DPLL,3957,1978
uf50,test/uf50-0294.cnf,DPLL,4787,2393
uf50,test/uf50-0293.cnf,DPLL,2711,1355
uf50,test/uf50-0292.cnf,DPLL,4135,2067
uf50,test/uf50-0291.cnf,DPLL,6709,3354
uf50,test/uf50-0290.cnf,DPLL,3575,1787
uf50,test/uf50-0289.cnf,DPLL,1779,889
uf50,test/uf50-0288.cnf,DPLL,8567,4283
uf50,test/uf50-0287.cnf,DPLL,6053,3026
uf50,test/uf50-0286.cnf,DPLL,6253,3126
uf50,test/uf50-0285.cnf,DPLL,1647,823
uf50,test/uf50-0284.cnf,DPLL,1997,998
uf50,test/uf50-0283.cnf,DPLL,1621,810
uf50,test/uf50-0282.cnf,DPLL,6055,3027
uf50,test/uf50-0281.cnf,DPLL,4833,2416
uf50,test/uf50-0280.cnf,DPLL,3203,1601
uf50,test/uf50-0279.cnf,DPLL,2473,1236
uf50,test/uf50-0278.cnf,DPLL,2885,1442
uf50,test/uf50-0277.cnf,DPLL,8019,4009
uf50,test/uf50-0276.cnf,DPLL,4149,2074
uf50,test/uf50-0275.cnf,DPLL,2553,1276
uf50,test/uf50-0274.cnf,DPLL,3483,1741
uf50,test/uf50-0273.cnf,DPLL,5563,2781
uf50,test/uf50-0272.cnf,DPLL,5753,2876
uf50,test/uf50-0271.cnf,DPLL,2743,1371
uf50,test/uf50-0270.cnf,DPLL,3133,1566
uf50,test/uf50-0269.cnf,DPLL,6393,3196
uf50,test/uf50-0268.cnf,DPLL,2701,1350
uf50,test/uf50-0267.cnf,DPLL,1591,795
uf50,test/uf50-0266.cnf,DPLL,2433,1216
uf50,test/uf50-0265.cnf,DPLL,4829,2414
uf50,test/uf50-0264.cnf,DPLL,6473,3236
uf50,test/uf50-0263.cnf,DPLL,5089,2544
uf50,test/uf50-0262.cnf,DPLL,3623,1811
uf50,test/uf50-0261.cnf,DPLL,2707,1353
uf50,test/uf50-0260.cnf,DPLL,5001,2500
uf50,test/uf50-0259.cnf,DPLL,6655,3327
uf50,test/uf50-0258.cnf,DPLL,2351,1175
uf50,test/uf50-0257.cnf,DPLL,4479,2239
uf50,test/uf50-0256.cnf,DPLL,4029,2014
uf50,test/uf50-0255.cnf,DPLL,3161,1580
uf50,test/uf50-0254.cnf,DPLL,2361,1180
uf50,test/uf50-0253.cnf,DPLL,4009,2004
uf50,test/uf50-0252.cnf,DPLL,6183,3091
uf50,test/uf50-0251.cnf,DPLL,1795,897
uf50,test/uf50-0250.cnf,DPLL,10489,5244
uf50,test/uf50-0249.cnf,DPLL,5205,2602
uf50,test/uf50-0248.cnf,DPLL,3465,1732
uf50,test/uf50-0247.cnf,DPLL,3865,1932
uf50,test/uf50-0246.cnf,DPLL,3289,1644
uf50,test/uf50-0245.cnf,DPLL,7007,3503
uf50,test/uf50-0244.cnf,DPLL,2917,1458
uf50,test/uf50-0243.cnf,DPLL,5509,2754
uf50,test/uf50-0242.cnf,DPLL,7063,3531
uf50,test/uf50-0241.cnf,DPLL,5493,2746
uf50,test/uf50-0240.cnf,DPLL,3813,1906
uf50,test/uf50-0239.cnf,DPLL,3991,1995
uf50,test/uf50-0238.cnf,DPLL,6971,3485
uf50,test/uf50-0237.cnf,DPLL,6235,3117
uf50,test/uf50-0236.cnf,DPLL,2115,1057
uf50,test/uf50-0235.cnf,DPLL,2795,1397
uf50,test/uf50-0234.cnf,DPLL,2525,1262
uf50,test/uf50-0233.cnf,DPLL,3411,1705
uf50,test/uf50-0232.cnf,DPLL,5295,2647
uf50,test/uf50-0231.cnf,DPLL,2353,1176
uf50,test/uf50-0230.cnf,DPLL,4005,2002
uf50,test/uf50-0229.cnf,DPLL,3905,1952
uf50,test/uf50-0228.cnf,DPLL,1971,985
uf50,test/uf50-0227.cnf,DPLL,4861,2430
uf50,test/uf50-0226.cnf,DPLL,7147,3573
uf50,test/uf50-0225.cnf,DPLL,5031,2515
uf50,test/uf50-0224.cnf,DPLL,7201,3600
uf50,test/uf50-0223.cnf,DPLL,3579,1789
uf50,test/uf50-0222.cnf,DPLL,8151,4075
uf50,test/uf50-0221.cnf,DPLL,2957,1478
uf50,test/uf50-0220.cnf,DPLL,1791,895
uf50,test/uf50-0219.cnf,DPLL,2117,1058
uf50,test/uf50-0218.cnf,DPLL,3685,1842
uf50,test/uf50-0217.cnf,DPLL,2951,1475
uf50,test/uf50-0216.cnf,DPLL,2123,1061
uf50,test/uf50-0215.cnf,DPLL,4593,2296
uf50,test/uf50-0214.cnf,DPLL,1665,832
uf50,test/uf50-0213.cnf,DPLL,6409,3204
uf50,test/uf50-0212.cnf,DPLL,5951,2975
uf50,test/uf50-0211.cnf,DPLL,4371,2185
uf50,test/uf50-0210.cnf,DPLL,3201,1600
uf50,test/uf50-0209.cnf,DPLL,3867,1933
uf50,test/uf50-0208.cnf,DPLL,6223,3111
uf50,test/uf50-0207.cnf,DPLL,6347,3173
uf50,test/uf50-0206.cnf,DPLL,4873,2436
uf50,test/uf50-0205.cnf,DPLL,7149,3574
uf50,test/uf50-0204.cnf,DPLL,5781,2890
uf50,test/uf50-0203.cnf,DPLL,2033,1016
uf50,test/uf50-0202.cnf,DPLL,5075,2537
uf50,test/uf50-0201.cnf,DPLL,5879,2939
uf50,test/uf50-0200.cnf,DPLL,4061,2030
uf50,test/uf50-0199.cnf,DPLL,3229,1614
uf50,test/uf50-0198.cnf,DPLL,6361,3180
uf50,test/uf50-0197.cnf,DPLL,2069,1034
uf50,test/uf50-0196.cnf,DPLL,7235,3617
uf50,test/uf50-0195.cnf,DPLL,2189,1094
uf50,test/uf50-0194.cnf,DPLL,6697,3348
uf50,test/uf50-0193.cnf,DPLL,5655,2827
uf50,test/uf50-0192.cnf,DPLL,4335,2167
uf50,test/uf50-0191.cnf,DPLL,3007,1503
uf50,test/uf50-0190.cnf,DPLL,3253,1626
uf50,test/uf50-0189.cnf,DPLL,4643,2321
uf50,test/uf50-0188.cnf,DPLL,2861,1430
uf50,test/uf50-0187.cnf,DPLL,4159,2079
uf50,test/uf50-0186.cnf,DPLL,2999,1499
uf50,test/uf50-0185.cnf,DPLL,4719,2359
uf50,test/uf50-0184.cnf,DPLL,2119,1059
uf50,test/uf50-0183.cnf,DPLL,1141,570
uf50,test/uf50-0182.cnf,DPLL,2597,1298
uf50,test/uf50-0181.cnf,DPLL,4495,2247
uf50,test/uf50-0180.cnf,DPLL,2909,1454
uf50,test/uf50-0179.cnf,DPLL,4065,2032
uf50,test/uf50-0178.cnf,DPLL,4777,2388
uf50,test/uf50-0177.cnf,DPLL,4257,2128
uf50,test/uf50-0176.cnf,DPLL,4911,2455
uf50,test/uf50-0175.cnf,DPLL,5443,2721
uf50,test/uf50-0174.cnf,DPLL,3045,1522
uf50,test/uf50-0173.cnf,DPLL,2705,1352
uf50,test/uf50-0172.cnf,DPLL,4035,2017
uf50,test/uf50-0171.cnf,DPLL,5235,2617
uf50,test/uf50-0170.cnf,DPLL,4193,2096
uf50,test/uf50-0169.cnf,DPLL,6509,3254
uf50,test/uf50-0168.cnf,DPLL,4863,2431
uf50,test/uf50-0167.cnf,DPLL,6877,3438
uf50,test/uf50-0166.cnf,DPLL,2247,1123
uf50,test/uf50-0165.cnf,DPLL,3481,1740
uf50,test/uf50-0164.cnf,DPLL,4731,2365
uf50,test/uf50-0163.cnf,DPLL,4051,2025
uf50,test/uf50-0162.cnf,DPLL,4911,2455
uf50,test/uf50-0161.cnf,DPLL,7759,3879
uf50,test/uf50-0160.cnf,DPLL,2507,1253
uf50,test/uf50-0159.cnf,DPLL,4845,2422
uf50,test/uf50-0158.cnf,DPLL,3521,1760
uf50,test/uf50-0157.cnf,DPLL,5105,2552
uf50,test/uf50-0156.cnf,DPLL,7053,3526
uf50,test/uf50-0155.cnf,DPLL,1857,928
uf50,test/uf50-0154.cnf,DPLL,1837,918
uf50,test/uf50-0153.cnf,DPLL,3113,1556
uf50,test/uf50-0152.cnf,DPLL,3577,1788
uf50,test/uf50-0151.cnf,DPLL,3887,1943
uf50,test/uf50-0150.cnf,DPLL,3829,1914
uf50,test/uf50-0149.cnf,DPLL,14009,7004
uf50,test/uf50-0148.cnf,DPLL,2081,1040
uf50,test/uf50-0147.cnf,DPLL,3959,1979
uf50,test/uf50-0146.cnf,DPLL,1823,911
uf50,test/uf50-0145.cnf,DPLL,6979,3489
uf50,test/uf50-0144.cnf,DPLL,2943,1471
uf50,test/uf50-0143.cnf,DPLL,8021,4010
uf50,test/uf50-0142.cnf,DPLL,6187,3093
uf50,test/uf50-0141.cnf,DPLL,1595,797
uf50,test/uf50-0140.cnf,DPLL,4491,2245
uf50,test/uf50-0139.cnf,DPLL,2241,1120
uf50,test/uf50-0138.cnf,DPLL,4951,2475
uf50,test/uf50-0137.cnf,DPLL,2181,1090
uf50,test/uf50-0136.cnf,DPLL,10743,5371
uf50,test/uf50-0135.cnf,DPLL,6697,3348
uf50,test/uf50-0134.cnf,DPLL,2283,1141
uf50,test/uf50-0133.cnf,DPLL,3943,1971
uf50,test/uf50-0132.cnf,DPLL,5931,2965
uf50,test/uf50-0131.cnf,DPLL,5071,2535
uf50,test/uf50-0130.cnf,DPLL,1795,897
uf50,test/uf50-0129.cnf,DPLL,2367,1183
uf50,test/uf50-0128.cnf,DPLL,2251,1125
uf50,test/uf50-0127.cnf,DPLL,5125,2562
uf50,test/uf50-0126.cnf,DPLL,5857,2928
uf50,test/uf50-0125.cnf,DPLL,2537,1268
uf50,test/uf50-0124.cnf,DPLL,6505,3252
uf50,test/uf50-0123.cnf,DPLL,3907,1953
uf50,test/uf50-0122.cnf,DPLL,10989,5494
uf50,test/uf50-0121.cnf,DPLL,2999,1499
uf50,test/uf50-0120.cnf,DPLL,6183,3091
uf50,test/uf50-0119.cnf,DPLL,3041,1520
uf50,test/uf50-0118.cnf,DPLL,5471,2735
uf50,test/uf50-0117.cnf,DPLL,10625,5312
uf50,test/uf50-0116.cnf,DPLL,1983,991
uf50,test/uf50-0115.cnf,DPLL,4395,2197
uf50,test/uf50-0114.cnf,DPLL,6165,3082
uf50,test/uf50-0113.cnf,DPLL,2881,1440
uf50,test/uf50-0112.cnf,DPLL,3027,1513
uf50,test/uf50-0111.cnf,DPLL,3843,1921
uf50,test/uf50-0110.cnf,DPLL,4477,2238
uf50,test/uf50-0109.cnf,DPLL,3095,1547
uf50,test/uf50-0108.cnf,DPLL,2775,1387
uf50,test/uf50-0107.cnf,DPLL,4607,2303
uf50,test/uf50-0106.cnf,DPLL,4857,2428
uf50,test/uf50-0105.cnf,DPLL,4953,2476
uf50,test/uf50-0104.cnf,DPLL,6029,3014
uf50,test/uf50-0103.cnf,DPLL,4801,2400
uf50,test/uf50-0102.cnf,DPLL,2831,1415
uf50,test/uf50-0101.cnf,DPLL,3503,1751
uf50,test/uf50-0100.cnf,DPLL,3809,1904
uf50,test/uf50-099.cnf,DPLL,4407,2203
uf50,test/uf50-098.cnf,DPLL,5737,2868
uf50,test/uf50-097.cnf,DPLL,1857,928
uf50,test/uf50-096.cnf,DPLL,6189,3094
uf50,test/uf50-095.cnf,DPLL,4791,2395
uf50,test/uf50-094.cnf,DPLL,4691,2345
uf50,test/uf50-093.cnf,DPLL,3773,1886
uf50,test/uf50-092.cnf,DPLL,2989,1494
uf50,test/uf50-091.cnf,DPLL,8149,4074
uf50,test/uf50-090.cnf,DPLL,4397,2198
uf50,test/uf50-089.cnf,DPLL,3021,1510
uf50,test/uf50-088.cnf,DPLL,2979,1489
uf50,test/uf50-087.cnf,DPLL,4643,2321
uf50,test/uf50-086.cnf,DPLL,1941,970
uf50,test/uf50-085.cnf,DPLL,3045,1522
uf50,test/uf50-084.cnf,DPLL,6837,3418
uf50,test/uf50-083.cnf,DPLL,5077,2538
uf50,test/uf50-082.cnf,DPLL,6371,3185
uf50,test/uf50-081.cnf,DPLL,7989,3994
uf50,test/uf50-080.cnf,DPLL,5267,2633
uf50,test/uf50-079.cnf,DPLL,8187,4093
uf50,test/uf50-078.cnf,DPLL,3183,1591
uf50,test/uf50-077.cnf,DPLL,1655,827
uf50,test/uf50-076.cnf,DPLL,5433,2716
uf50,test/uf50-075.cnf,DPLL,4029,2014
uf50,test/uf50-074.cnf,DPLL,4177,2088
uf50,test/uf50-073.cnf,DPLL,4259,2129
uf50,test/uf50-072.cnf,DPLL,9719,4859
uf50,test/uf50-071.cnf,DPLL,5561,2780
uf50,test/uf50-070.cnf,DPLL,4447,2223
uf50,test/uf50-069.cnf,DPLL,2391,1195
uf50,test/uf50-068.cnf,DPLL,6421,3210
uf50,test/uf50-067.cnf,DPLL,2581,1290
uf50,test/uf50-066.cnf,DPLL,2457,1228
uf50,test/uf50-065.cnf,DPLL,3079,1539
uf50,test/uf50-064.cnf,DPLL,1949,974
uf50,test/uf50-063.cnf,DPLL,4851,2425
uf50,test/uf50-062.cnf,DPLL,8255,4127
uf50,test/uf50-061.cnf,DPLL,2219,1109
uf50,test/uf50-060.cnf,DPLL,4443,2221
uf50,test/uf50-059.cnf,DPLL,5761,2880
uf50,test/uf50-058.cnf,DPLL,3995,1997
uf50,test/uf50-057.cnf,DPLL,12079,6039
uf50,test/uf50-056.cnf,DPLL,3639,1819
uf50,test/uf50-055.cnf,DPLL,4029,2014
uf50,test/uf50-054.cnf,DPLL,5357,2678
uf50,test/uf50-053.cnf,DPLL,2837,1418
uf50,test/uf50-052.cnf,DPLL,3215,1607
uf50,test/uf50-051.cnf,DPLL,4471,2235
uf50,test/uf50-050.cnf,DPLL,5153,2576
uf50,test/uf50-049.cnf,DPLL,3077,1538
uf50,test/uf50-048.cnf,DPLL,3975,1987
uf50,test/uf50-047.cnf,DPLL,5491,2745
uf50,test/uf50-046.cnf,DPLL,5047,2523
uf50,test/uf50-045.cnf,DPLL,5699,2849
uf50,test/uf50-044.cnf,DPLL,5811,2905
uf50,test/uf50-043.cnf,DPLL,6159,3079
uf50,test/uf50-042.cnf,DPLL,3073,1536
uf50,test/uf50-041.cnf,DPLL,2743,1371
uf50,test/uf50-040.cnf,DPLL,5037,2518
uf50,test/uf50-039.cnf,DPLL,6587,3293
uf50,test/uf50-038.cnf,DPLL,3055,1527
uf50,test/uf50-037.cnf,DPLL,3619,1809
uf50,test/uf50-036.cnf,DPLL,3991,1995
uf50,test/uf50-035.cnf,DPLL,6941,3470
uf50,test/uf50-034.cnf,DPLL,4177,2088
uf50,test/uf50-033.cnf,DPLL,2663,1331
uf50,test/uf50-032.cnf,DPLL,4255,2127
uf50,test/uf50-031.cnf,DPLL,6081,3040
uf50,test/uf50-030.cnf,DPLL,3545,1772
uf50,test/uf50-029.cnf,DPLL,2513,1256
uf50,test/uf50-028.cnf,DPLL,4259,2129
uf50,test/uf50-027.cnf,DPLL,4649,2324
uf50,test/uf50-026.cnf,DPLL,2951,1475
uf50,test/uf50-025.cnf,DPLL,4897,2448
uf50,test/uf50-024.cnf,DPLL,1281,640
uf50,test/uf50-023.cnf,DPLL,3515,1757
uf50,test/uf50-022.cnf,DPLL,5199,2599
uf50,test/uf50-021.cnf,DPLL,4429,2214
uf50,test/uf50-020.cnf,DPLL,4533,2266
uf50,test/uf50-019.cnf,DPLL,3231,1615
uf50,test/uf50-018.cnf,DPLL,3733,1866
uf50,test/uf50-017.cnf,DPLL,2349,1174
uf50,test/uf50-016.cnf,DPLL,2563,1281
uf50,test/uf50-015.cnf,DPLL,7547,3773
uf50,test/uf50-014.cnf,DPLL,2509,1254
uf50,test/uf50-013.cnf,DPLL,5889,2944
uf50,test/uf50-012.cnf,DPLL,2847,1423
uf50,test/uf50-011.cnf,DPLL,2987,1493
uf50,test/uf50-010.cnf,DPLL,3497,1748
uf50,test/uf50-09.cnf,DPLL,6767,3383
uf50,test/uf50-08.cnf,DPLL,2519,1259
uf50,test/uf50-07.cnf,DPLL,7659,3829
uf50,test/uf50-06.cnf,DPLL,1789,894
uf50,test/uf50-05.cnf,DPLL,5889,2944
uf50,test/uf50-04.cnf,DPLL,3555,1777
uf50,test/uf50-03.cnf,DPLL,3987,1993
uf50,test/uf50-02.cnf,DPLL,4955,2477
uf50,test/uf50-01.cnf,DPLL,2891,1445
uf20,test/uf20-01000.cnf,Backtracking,865,432
uf20,test/uf20-0999.cnf,Backtracking,1425,712
uf20,test/uf20-0998.cnf,Backtracking,1341,670
uf20,test/uf20-0997.cnf,Backtracking,1349,674
uf20,test/uf20-0996.cnf,Backtracking,905,452
uf20,test/uf20-0995.cnf,Backtracking,809,404
uf20,test/uf20-0994.cnf,Backtracking,867,433
uf20,test/uf20-0993.cnf,Backtracking,1165,582
uf20,test/uf20-0992.cnf,Backtracking,475,237
uf20,test/uf20-0991.cnf,Backtracking,1213,606
uf20,test/uf20-0990.cnf,Backtracking,1253,626
uf20,test/uf20-0989.cnf,Backtracking,907,453
uf20,test/uf20-0988.cnf,Backtracking,1445,722
uf20,test/uf20-0987.cnf,Backtracking,825,412
uf20,test/uf20-0986.cnf,Backtracking,1243,621
uf20,test/uf20-0985.cnf,Backtracking,1035,517
uf20,test/uf20-0984.cnf,Backtracking,733,366
uf20,test/uf20-0983.cnf,Backtracking,1139,569
uf20,test/uf20-0982.cnf,Backtracking,1061,530
uf20,test/uf20-0981.cnf,Backtracking,1419,709
uf20,test/uf20-0980.cnf,Backtracking,569,284
uf20,test/uf20-0979.cnf,Backtracking,471,235
uf20,test/uf20-0978.cnf,Backtracking,1659,829
uf20,test/uf20-0977.cnf,Backtracking,1097,548
uf20,test/uf20-0976.cnf,Backtracking,815,407
uf20,test/uf20-0975.cnf,Backtracking,889,444
uf20,test/uf20-0974.cnf,Backtracking,2013,1006
uf20,test/uf20-0973.cnf,Backtracking,1367,683
uf20,test/uf20-0972.cnf,Backtracking,487,243
uf20,test/uf20-0971.cnf,Backtracking,837,418
uf20,test/uf20-0970.cnf,Backtracking,947,473
uf20,test/uf20-0969.cnf,Backtracking,789,394
uf20,test/uf20-0968.cnf,Backtracking,749,374
uf20,test/uf20-0967.cnf,Backtracking,649,324
uf20,test/uf20-0966.cnf,Backtracking,1223,611
uf20,test/uf20-0965.cnf,Backtracking,1135,567
uf20,test/uf20-0964.cnf,Backtracking,1579,789
uf20,test/uf20-0963.cnf,Backtracking,781,390
uf20,test/uf20-0962.cnf,Backtracking,559,279
uf20,test/uf20-0961.cnf,Backtracking,685,342
uf20,test/uf20-0960.cnf,Backtracking,1105,552
uf20,test/uf20-0959.cnf,Backtracking,1029,514
uf20,test/uf20-0958.cnf,Backtracking,955,477
uf20,test/uf20-0957.cnf,Backtracking,567,283
uf20,test/uf20-0956.cnf,Backtracking,785,392
uf20,test/uf20-0955.cnf,Backtracking,727,363
uf20,test/uf20-0954.cnf,Backtracking,533,266
uf20,test/uf20-0953.cnf,Backtracking,1141,570
uf20,test/uf20-0952.cnf,Backtracking,1315,657
uf20,test/uf20-0951.cnf,Backtracking,1509,754
uf20,test/uf20-0950.cnf,Backtracking,879,439
uf20,test/uf20-0949.cnf,Backtracking,1383,691
uf20,test/uf20-0948.cnf,Backtracking,727,363
uf20,test/uf20-0947.cnf,Backtracking,1159,579
uf20,test/uf20-0946.cnf,Backtracking,845,422
uf20,test/uf20-0945.cnf,Backtracking,1273,636
uf20,test/uf20-0944.cnf,Backtracking,867,433
uf20,test/uf20-0943.cnf,Backtracking,617,308
uf20,test/uf20-0942.cnf,Backtracking,1813,906
uf20,test/uf20-0941.cnf,Backtracking,1277,638
uf20,test/uf20-0940.cnf,Backtracking,839,419
uf20,test/uf20-0939.cnf,Backtracking,1357,678
uf20,test/uf20-0938.cnf,Backtracking,1267,633
uf20,test/uf20-0937.cnf,Backtracking,1111,555
uf20,test/uf20-0936.cnf,Backtracking,1651,825
uf20,test/uf20-0935.cnf,Backtracking,1177,588
uf20,test/uf20-0934.cnf,Backtracking,679,339
uf20,test/uf20-0933.cnf,Backtracking,821,410
uf20,test/uf20-0932.cnf,Backtracking,1367,683
uf20,test/uf20-0931.cnf,Backtracking,977,488
uf20,test/uf20-0930.cnf,Backtracking,503,251
uf20,test/uf20-0929.cnf,Backtracking,763,381
uf20,test/uf20-0928.cnf,Backtracking,839,419
